-1.  1.  1.  0.  0.  0.  0. -1.  0., 0.5965
-1.  1.  1. -1.  1.  0.  0. -1.  0., 1
 0.  1.  0.  0.  0.  0.  0.  0. -1., 0.594
-1.  1.  1.  0.  0.  0.  0.  0. -1., -1
-1.  1.  1. -1.  1.  0.  0.  0. -1., 1
 0.  0.  1.  0.  0.  0.  0. -1.  0., 0.5965
-1.  1.  1.  1. -1.  0.  0. -1.  0., 0.5965
-1.  1.  1.  1. -1. -1.  1. -1.  0., -1
 0.  0.  1.  0.  0.  0.  0.  0. -1., 18.0
 1. -1.  1. -1. -1.  0.  0.  1.  0., 0.594
-1.  1. -1.  1. -1. -1.  1.  0.  1., 3
-1.  1.  1. -1. -1.  0.  1.  0.  0., -1
-1.  1.  1. -1.  0. -1.  1.  0.  0., -1
-1.  1.  0.  1.  0.  0. -1.  0.  0., 0.5965
-1.  1. -1.  1.  1.  0. -1.  0.  0., 1
-1.  1.  0.  0.  1.  0. -1.  0.  0., -1
-1.  0.  1.  1.  0.  0.  0.  0. -1., 0.594
-1. -1.  1.  1.  1.  0.  0.  0. -1., 1
-1.  1.  1.  1. -1. -1.  0. -1.  1., 3
-1.  1.  0.  0.  0.  1. -1.  0.  0., -1
-1.  1. -1.  1.  0.  1. -1.  0.  0., 1
-1.  0.  1.  0.  1.  0.  0.  0. -1., 0.594
-1.  0.  1.  0.  0.  1.  0.  0. -1., 18.0
-1. -1.  1.  1.  0.  1.  0.  0. -1., -1
-1.  1.  1. -1. -1.  0.  0.  1.  0., -1
-1.  1.  1. -1.  0. -1.  0.  1.  0., -1
 1. -1.  1. -1. -1.  0.  0.  0.  1., -1
-1.  1. -1.  0.  1.  1. -1.  0.  0., -1
-1. -1.  1.  0.  1.  1.  0.  0. -1., 1
-1. -1.  1.  0.  0.  1.  1.  0. -1., 1
-1. -1.  1.  0.  0.  1.  0.  1. -1., 18.0
-1. -1.  1. -1.  1.  1.  0.  1. -1., -1
-1.  1.  1. -1.  0. -1.  0.  0.  1., -1
-1.  1.  1. -1. -1.  0.  0.  0.  1., -1
-1.  1. -1.  0.  0.  1. -1.  1.  0., 1
-1. -1.  1. -1.  0.  1.  1.  1. -1., -1
 1. -1.  1. -1. -1.  1.  1.  0. -1., -1
-1.  1.  1. -1. -1.  1.  1. -1.  0., -1
-1.  1. -1.  0.  0.  1. -1.  0.  1., -1
-1.  1. -1.  1. -1.  0.  0.  1.  0., 18.0
-1.  1. -1.  1. -1. -1.  0.  1.  1., -1
 1. -1.  1. -1. -1.  1.  0.  1. -1., 3
